Date,Time,Quantity of Steps,Weekday,Moment of the day
6/22/2023,8:54:24 AM,66,Thursday,Morning
6/22/2023,9:15:57 AM,75,Thursday,Morning
6/22/2023,9:15:57 AM,71,Thursday,Morning
6/22/2023,9:15:57 AM,65,Thursday,Morning
6/22/2023,9:15:57 AM,51,Thursday,Morning
6/22/2023,9:15:57 AM,63,Thursday,Morning
6/22/2023,9:35:46 AM,64,Thursday,Morning
6/22/2023,9:48:44 AM,60,Thursday,Morning
6/22/2023,9:48:44 AM,59,Thursday,Morning
6/22/2023,10:05:23 AM,64,Thursday,Morning
6/22/2023,10:05:23 AM,50,Thursday,Morning
6/22/2023,10:05:23 AM,60,Thursday,Morning
6/22/2023,10:05:23 AM,54,Thursday,Morning
6/22/2023,11:38:57 AM,56,Thursday,Morning
6/22/2023,11:38:57 AM,52,Thursday,Morning
6/22/2023,11:38:57 AM,59,Thursday,Morning
6/22/2023,11:38:57 AM,45,Thursday,Morning
6/22/2023,11:38:57 AM,52,Thursday,Morning
6/22/2023,1:09:34 PM,46,Thursday,Afternoon
6/22/2023,1:09:34 PM,58,Thursday,Afternoon
6/22/2023,1:19:45 PM,61,Thursday,Afternoon
6/22/2023,1:19:45 PM,52,Thursday,Afternoon
6/22/2023,2:11:25 PM,53,Thursday,Afternoon
6/22/2023,2:11:25 PM,61,Thursday,Afternoon
6/22/2023,5:42:59 PM,73,Thursday,Afternoon
6/22/2023,5:42:59 PM,71,Thursday,Afternoon
6/22/2023,7:55:23 PM,49,Thursday,Evening
6/23/2023,6:22:00 AM,49,Friday,Morning
6/23/2023,6:22:00 AM,54,Friday,Morning
6/23/2023,7:25:18 AM,82,Friday,Morning
6/23/2023,7:25:18 AM,64,Friday,Morning
6/23/2023,7:25:18 AM,65,Friday,Morning
6/23/2023,9:03:34 AM,62,Friday,Morning
6/23/2023,9:03:34 AM,64,Friday,Morning
6/23/2023,9:03:34 AM,66,Friday,Morning
6/23/2023,9:15:45 AM,66,Friday,Morning
6/23/2023,9:15:45 AM,68,Friday,Morning
6/23/2023,9:15:45 AM,74,Friday,Morning
6/23/2023,9:15:45 AM,70,Friday,Morning
6/23/2023,9:15:45 AM,61,Friday,Morning
6/23/2023,9:52:02 AM,55,Friday,Morning
6/23/2023,9:52:02 AM,63,Friday,Morning
6/23/2023,9:52:02 AM,50,Friday,Morning
6/23/2023,12:27:59 PM,56,Friday,Afternoon
6/23/2023,12:27:59 PM,66,Friday,Afternoon
6/23/2023,12:39:50 PM,69,Friday,Afternoon
6/23/2023,12:39:50 PM,72,Friday,Afternoon
6/23/2023,12:49:23 PM,67,Friday,Afternoon
6/23/2023,12:49:23 PM,67,Friday,Afternoon
6/23/2023,12:49:23 PM,60,Friday,Afternoon
6/23/2023,1:36:17 PM,56,Friday,Afternoon
6/23/2023,3:03:59 PM,54,Friday,Afternoon
6/23/2023,3:03:59 PM,52,Friday,Afternoon
6/23/2023,5:33:50 PM,59,Friday,Afternoon
6/23/2023,5:33:50 PM,65,Friday,Afternoon
6/23/2023,5:33:50 PM,61,Friday,Afternoon
6/23/2023,5:33:50 PM,57,Friday,Afternoon
6/23/2023,6:39:17 PM,70,Friday,Evening
6/23/2023,9:04:12 PM,67,Friday,Night
6/23/2023,9:04:12 PM,67,Friday,Night
6/23/2023,9:04:12 PM,68,Friday,Night
6/23/2023,10:20:37 PM,55,Friday,Night
6/24/2023,12:51:54 AM,51,Saturday,Morning
6/24/2023,12:51:54 AM,51,Saturday,Morning
6/24/2023,10:10:33 AM,59,Saturday,Morning
6/24/2023,10:10:33 AM,57,Saturday,Morning
6/24/2023,10:55:03 AM,60,Saturday,Morning
6/24/2023,10:55:03 AM,72,Saturday,Morning
6/24/2023,10:55:03 AM,72,Saturday,Morning
6/24/2023,10:55:03 AM,69,Saturday,Morning
6/24/2023,12:02:59 PM,59,Saturday,Afternoon
6/24/2023,12:15:55 PM,66,Saturday,Afternoon
6/24/2023,12:15:55 PM,63,Saturday,Afternoon
6/24/2023,12:57:13 PM,52,Saturday,Afternoon
6/24/2023,12:57:13 PM,62,Saturday,Afternoon
6/24/2023,12:57:13 PM,59,Saturday,Afternoon
6/24/2023,12:57:13 PM,60,Saturday,Afternoon
6/24/2023,12:57:13 PM,58,Saturday,Afternoon
6/24/2023,12:57:13 PM,59,Saturday,Afternoon
6/24/2023,12:57:13 PM,57,Saturday,Afternoon
6/24/2023,12:57:13 PM,62,Saturday,Afternoon
6/24/2023,12:57:13 PM,50,Saturday,Afternoon
6/24/2023,1:13:20 PM,54,Saturday,Afternoon
6/24/2023,1:13:20 PM,65,Saturday,Afternoon
6/24/2023,1:36:38 PM,66,Saturday,Afternoon
6/24/2023,1:36:38 PM,67,Saturday,Afternoon
6/24/2023,1:36:38 PM,64,Saturday,Afternoon
6/24/2023,1:36:38 PM,60,Saturday,Afternoon
6/24/2023,1:36:38 PM,61,Saturday,Afternoon
6/24/2023,5:46:32 PM,57,Saturday,Afternoon
6/24/2023,8:15:27 PM,68,Saturday,Evening
6/24/2023,10:22:07 PM,45,Saturday,Night
6/24/2023,10:22:07 PM,52,Saturday,Night
6/24/2023,10:22:07 PM,59,Saturday,Night
6/24/2023,11:16:51 PM,57,Saturday,Night
6/24/2023,11:16:51 PM,49,Saturday,Night
6/25/2023,10:39:10 AM,52,Sunday,Morning
6/25/2023,10:39:10 AM,53,Sunday,Morning
6/25/2023,10:39:10 AM,56,Sunday,Morning
6/25/2023,10:39:10 AM,45,Sunday,Morning
6/25/2023,12:16:30 PM,67,Sunday,Afternoon
6/25/2023,12:16:30 PM,65,Sunday,Afternoon
6/25/2023,12:16:30 PM,69,Sunday,Afternoon
6/25/2023,12:16:30 PM,65,Sunday,Afternoon
6/25/2023,12:16:30 PM,68,Sunday,Afternoon
6/25/2023,12:29:08 PM,61,Sunday,Afternoon
6/25/2023,12:29:08 PM,63,Sunday,Afternoon
6/25/2023,12:29:08 PM,67,Sunday,Afternoon
6/25/2023,12:29:08 PM,58,Sunday,Afternoon
6/25/2023,12:29:08 PM,53,Sunday,Afternoon
6/25/2023,12:56:14 PM,51,Sunday,Afternoon
6/25/2023,12:56:14 PM,64,Sunday,Afternoon
6/25/2023,12:56:14 PM,56,Sunday,Afternoon
6/25/2023,12:56:14 PM,61,Sunday,Afternoon
6/25/2023,12:56:14 PM,46,Sunday,Afternoon
6/25/2023,12:56:14 PM,52,Sunday,Afternoon
6/25/2023,12:56:14 PM,66,Sunday,Afternoon
6/25/2023,1:12:03 PM,51,Sunday,Afternoon
6/25/2023,3:51:48 PM,56,Sunday,Afternoon
6/25/2023,3:51:48 PM,54,Sunday,Afternoon
6/25/2023,4:01:59 PM,63,Sunday,Afternoon
6/25/2023,4:01:59 PM,54,Sunday,Afternoon
6/25/2023,4:50:04 PM,74,Sunday,Afternoon
6/25/2023,4:50:04 PM,70,Sunday,Afternoon
6/25/2023,5:25:11 PM,60,Sunday,Afternoon
6/25/2023,6:38:38 PM,58,Sunday,Evening
6/25/2023,6:38:38 PM,40,Sunday,Evening
6/25/2023,6:38:38 PM,55,Sunday,Evening
6/25/2023,6:38:38 PM,73,Sunday,Evening
6/25/2023,6:38:38 PM,53,Sunday,Evening
6/25/2023,6:38:38 PM,71,Sunday,Evening
6/25/2023,7:10:52 PM,60,Sunday,Evening
6/25/2023,7:31:35 PM,44,Sunday,Evening
6/25/2023,7:42:11 PM,60,Sunday,Evening
6/25/2023,7:42:11 PM,57,Sunday,Evening
6/25/2023,7:57:47 PM,61,Sunday,Evening
6/25/2023,9:04:40 PM,39,Sunday,Night
6/25/2023,9:04:40 PM,66,Sunday,Night
6/25/2023,9:04:40 PM,65,Sunday,Night
6/25/2023,9:51:15 PM,67,Sunday,Night
6/26/2023,7:20:12 AM,63,Monday,Morning
6/26/2023,7:20:12 AM,72,Monday,Morning
6/26/2023,7:20:12 AM,67,Monday,Morning
6/26/2023,9:22:12 AM,66,Monday,Morning
6/26/2023,9:22:12 AM,67,Monday,Morning
6/26/2023,9:22:12 AM,60,Monday,Morning
6/26/2023,12:03:43 PM,70,Monday,Afternoon
6/26/2023,12:03:43 PM,62,Monday,Afternoon
6/26/2023,12:48:12 PM,57,Monday,Afternoon
6/26/2023,12:48:12 PM,54,Monday,Afternoon
6/26/2023,12:48:12 PM,56,Monday,Afternoon
6/26/2023,1:51:37 PM,61,Monday,Afternoon
6/26/2023,5:24:05 PM,71,Monday,Afternoon
6/26/2023,5:24:05 PM,72,Monday,Afternoon
6/26/2023,5:24:05 PM,71,Monday,Afternoon
6/26/2023,5:24:05 PM,58,Monday,Afternoon
6/26/2023,6:05:50 PM,59,Monday,Evening
6/26/2023,6:05:50 PM,59,Monday,Evening
6/26/2023,6:05:50 PM,61,Monday,Evening
6/26/2023,6:05:50 PM,60,Monday,Evening
6/26/2023,6:05:50 PM,59,Monday,Evening
6/26/2023,6:05:50 PM,59,Monday,Evening
6/26/2023,6:05:50 PM,61,Monday,Evening
6/26/2023,6:05:50 PM,56,Monday,Evening
6/26/2023,6:05:50 PM,51,Monday,Evening
6/26/2023,6:05:50 PM,58,Monday,Evening
6/26/2023,6:05:50 PM,61,Monday,Evening
6/26/2023,8:56:23 PM,63,Monday,Evening
6/27/2023,12:41:26 AM,63,Tuesday,Morning
6/27/2023,8:34:00 AM,65,Tuesday,Morning
6/27/2023,9:56:18 AM,72,Tuesday,Morning
6/27/2023,10:31:59 AM,59,Tuesday,Morning
6/27/2023,10:31:59 AM,61,Tuesday,Morning
6/27/2023,10:31:59 AM,61,Tuesday,Morning
6/27/2023,12:20:43 PM,58,Tuesday,Afternoon
6/27/2023,12:20:43 PM,59,Tuesday,Afternoon
6/27/2023,12:20:43 PM,67,Tuesday,Afternoon
6/27/2023,12:32:53 PM,59,Tuesday,Afternoon
6/27/2023,12:32:53 PM,71,Tuesday,Afternoon
6/27/2023,12:32:53 PM,71,Tuesday,Afternoon
6/27/2023,1:35:29 PM,75,Tuesday,Afternoon
6/27/2023,1:35:29 PM,74,Tuesday,Afternoon
6/27/2023,1:35:29 PM,62,Tuesday,Afternoon
6/27/2023,5:03:49 PM,69,Tuesday,Afternoon
6/27/2023,6:35:53 PM,65,Tuesday,Evening
6/27/2023,6:35:53 PM,72,Tuesday,Evening
6/27/2023,6:35:53 PM,71,Tuesday,Evening
6/27/2023,11:38:20 PM,59,Tuesday,Night
6/28/2023,7:12:01 AM,59,Wednesday,Morning
6/28/2023,7:12:01 AM,68,Wednesday,Morning
6/28/2023,7:12:01 AM,70,Wednesday,Morning
6/28/2023,7:12:01 AM,56,Wednesday,Morning
6/28/2023,8:18:33 AM,68,Wednesday,Morning
6/28/2023,8:37:49 AM,69,Wednesday,Morning
6/28/2023,8:37:49 AM,71,Wednesday,Morning
6/28/2023,10:55:01 AM,80,Wednesday,Morning
6/28/2023,10:55:01 AM,73,Wednesday,Morning
6/28/2023,10:55:01 AM,63,Wednesday,Morning
6/28/2023,10:55:01 AM,55,Wednesday,Morning
6/28/2023,12:21:55 PM,66,Wednesday,Afternoon
6/28/2023,12:21:55 PM,77,Wednesday,Afternoon
6/28/2023,1:54:45 PM,70,Wednesday,Afternoon
6/28/2023,1:54:45 PM,66,Wednesday,Afternoon
6/28/2023,1:54:45 PM,70,Wednesday,Afternoon
6/28/2023,1:54:45 PM,78,Wednesday,Afternoon
6/28/2023,2:53:03 PM,63,Wednesday,Afternoon
6/28/2023,2:53:03 PM,55,Wednesday,Afternoon
6/28/2023,6:20:06 PM,65,Wednesday,Evening
6/28/2023,6:20:06 PM,47,Wednesday,Evening
6/28/2023,6:20:06 PM,61,Wednesday,Evening
6/28/2023,6:43:34 PM,70,Wednesday,Evening
6/28/2023,6:43:34 PM,70,Wednesday,Evening
6/28/2023,7:53:38 PM,58,Wednesday,Evening
6/28/2023,9:56:22 PM,58,Wednesday,Night
6/29/2023,6:32:33 AM,58,Thursday,Morning
6/29/2023,6:32:33 AM,46,Thursday,Morning
6/29/2023,7:03:26 AM,71,Thursday,Morning
6/29/2023,7:03:26 AM,83,Thursday,Morning
6/29/2023,7:54:04 AM,80,Thursday,Morning
6/29/2023,7:54:04 AM,70,Thursday,Morning
6/29/2023,8:33:16 AM,68,Thursday,Morning
6/29/2023,8:33:16 AM,66,Thursday,Morning
6/29/2023,8:33:16 AM,73,Thursday,Morning
6/29/2023,8:44:25 AM,69,Thursday,Morning
6/29/2023,8:44:25 AM,74,Thursday,Morning
6/29/2023,8:44:25 AM,56,Thursday,Morning
6/29/2023,8:44:25 AM,81,Thursday,Morning
6/29/2023,1:36:06 PM,61,Thursday,Afternoon
6/29/2023,1:36:06 PM,60,Thursday,Afternoon
6/29/2023,2:02:04 PM,51,Thursday,Afternoon
6/29/2023,2:02:04 PM,61,Thursday,Afternoon
6/29/2023,2:02:04 PM,65,Thursday,Afternoon
6/29/2023,2:02:04 PM,69,Thursday,Afternoon
6/29/2023,2:02:04 PM,63,Thursday,Afternoon
6/29/2023,2:02:04 PM,63,Thursday,Afternoon
6/29/2023,2:02:04 PM,52,Thursday,Afternoon
6/29/2023,4:14:27 PM,58,Thursday,Afternoon
6/29/2023,4:14:27 PM,63,Thursday,Afternoon
6/29/2023,5:54:30 PM,61,Thursday,Afternoon
6/29/2023,5:54:30 PM,65,Thursday,Afternoon
6/29/2023,5:54:30 PM,60,Thursday,Afternoon
6/29/2023,5:54:30 PM,50,Thursday,Afternoon
6/29/2023,7:13:42 PM,65,Thursday,Evening
6/29/2023,7:13:42 PM,60,Thursday,Evening
6/29/2023,7:13:42 PM,77,Thursday,Evening
6/29/2023,7:13:42 PM,82,Thursday,Evening
6/29/2023,7:13:42 PM,58,Thursday,Evening
6/29/2023,7:13:42 PM,46,Thursday,Evening
6/29/2023,8:46:17 PM,60,Thursday,Evening
6/29/2023,8:46:17 PM,74,Thursday,Evening
6/29/2023,8:46:17 PM,53,Thursday,Evening
6/29/2023,9:02:09 PM,56,Thursday,Night
6/29/2023,9:33:43 PM,77,Thursday,Night
6/29/2023,9:33:43 PM,63,Thursday,Night
6/29/2023,9:33:43 PM,63,Thursday,Night
6/29/2023,9:33:43 PM,66,Thursday,Night
6/29/2023,10:32:14 PM,60,Thursday,Night
6/30/2023,7:28:17 AM,66,Friday,Morning
6/30/2023,8:15:11 AM,73,Friday,Morning
6/30/2023,8:15:11 AM,60,Friday,Morning
6/30/2023,8:34:07 AM,57,Friday,Morning
6/30/2023,8:47:01 AM,63,Friday,Morning
6/30/2023,9:18:52 AM,65,Friday,Morning
6/30/2023,9:29:52 AM,61,Friday,Morning
6/30/2023,12:28:49 PM,65,Friday,Afternoon
6/30/2023,12:28:49 PM,51,Friday,Afternoon
6/30/2023,12:28:49 PM,53,Friday,Afternoon
6/30/2023,12:59:33 PM,59,Friday,Afternoon
6/30/2023,12:59:33 PM,68,Friday,Afternoon
6/30/2023,12:59:33 PM,65,Friday,Afternoon
6/30/2023,12:59:33 PM,56,Friday,Afternoon
6/30/2023,1:15:22 PM,55,Friday,Afternoon
6/30/2023,1:41:11 PM,60,Friday,Afternoon
6/30/2023,1:41:11 PM,56,Friday,Afternoon
6/30/2023,1:41:11 PM,70,Friday,Afternoon
6/30/2023,1:41:11 PM,55,Friday,Afternoon
6/30/2023,3:15:25 PM,53,Friday,Afternoon
6/30/2023,3:15:25 PM,55,Friday,Afternoon
6/30/2023,3:15:25 PM,60,Friday,Afternoon
6/30/2023,3:15:25 PM,63,Friday,Afternoon
6/30/2023,3:15:25 PM,70,Friday,Afternoon
6/30/2023,3:15:25 PM,55,Friday,Afternoon
6/30/2023,3:15:25 PM,60,Friday,Afternoon
6/30/2023,3:15:25 PM,60,Friday,Afternoon
6/30/2023,3:15:25 PM,61,Friday,Afternoon
6/30/2023,3:15:25 PM,54,Friday,Afternoon
6/30/2023,3:15:25 PM,61,Friday,Afternoon
6/30/2023,3:27:25 PM,54,Friday,Afternoon
6/30/2023,3:27:25 PM,53,Friday,Afternoon
6/30/2023,3:27:25 PM,50,Friday,Afternoon
6/30/2023,3:27:25 PM,54,Friday,Afternoon
6/30/2023,3:38:30 PM,61,Friday,Afternoon
6/30/2023,3:38:30 PM,67,Friday,Afternoon
6/30/2023,3:38:30 PM,71,Friday,Afternoon
6/30/2023,3:38:30 PM,60,Friday,Afternoon
6/30/2023,6:49:11 PM,62,Friday,Evening
7/1/2023,6:16:09 AM,62,Saturday,Morning
7/1/2023,6:16:09 AM,62,Saturday,Morning
7/1/2023,6:16:09 AM,61,Saturday,Morning
7/1/2023,6:16:09 AM,51,Saturday,Morning
7/1/2023,6:16:09 AM,54,Saturday,Morning
7/1/2023,6:16:09 AM,66,Saturday,Morning
7/1/2023,6:16:09 AM,61,Saturday,Morning
7/1/2023,6:16:09 AM,61,Saturday,Morning
7/1/2023,6:16:09 AM,61,Saturday,Morning
7/1/2023,6:16:09 AM,64,Saturday,Morning
7/1/2023,6:16:09 AM,51,Saturday,Morning
7/1/2023,6:16:09 AM,69,Saturday,Morning
7/1/2023,6:16:09 AM,67,Saturday,Morning
7/1/2023,6:16:09 AM,65,Saturday,Morning
7/1/2023,6:16:09 AM,56,Saturday,Morning
7/1/2023,6:16:09 AM,53,Saturday,Morning
7/1/2023,6:16:09 AM,58,Saturday,Morning
7/1/2023,6:16:09 AM,56,Saturday,Morning
7/1/2023,6:16:09 AM,62,Saturday,Morning
7/1/2023,9:04:09 AM,53,Saturday,Morning
7/1/2023,12:31:29 PM,43,Saturday,Afternoon
7/1/2023,12:41:06 PM,61,Saturday,Afternoon
7/1/2023,12:41:06 PM,70,Saturday,Afternoon
7/1/2023,12:41:06 PM,70,Saturday,Afternoon
7/1/2023,12:41:06 PM,53,Saturday,Afternoon
7/1/2023,12:41:06 PM,64,Saturday,Afternoon
7/1/2023,1:43:07 PM,59,Saturday,Afternoon
7/1/2023,1:43:07 PM,57,Saturday,Afternoon
7/1/2023,1:43:07 PM,68,Saturday,Afternoon
7/1/2023,1:43:07 PM,74,Saturday,Afternoon
7/1/2023,1:43:07 PM,57,Saturday,Afternoon
7/1/2023,1:43:07 PM,67,Saturday,Afternoon
7/1/2023,1:43:07 PM,71,Saturday,Afternoon
7/1/2023,1:43:07 PM,70,Saturday,Afternoon
7/1/2023,1:43:07 PM,72,Saturday,Afternoon
7/1/2023,1:43:07 PM,68,Saturday,Afternoon
7/1/2023,1:54:24 PM,57,Saturday,Afternoon
7/1/2023,1:54:24 PM,65,Saturday,Afternoon
7/1/2023,1:54:24 PM,54,Saturday,Afternoon
7/1/2023,3:17:23 PM,60,Saturday,Afternoon
7/1/2023,3:17:23 PM,63,Saturday,Afternoon
7/1/2023,3:17:23 PM,63,Saturday,Afternoon
7/1/2023,3:17:23 PM,63,Saturday,Afternoon
7/1/2023,3:17:23 PM,65,Saturday,Afternoon
7/1/2023,3:17:23 PM,65,Saturday,Afternoon
7/1/2023,3:17:23 PM,64,Saturday,Afternoon
7/1/2023,3:17:23 PM,62,Saturday,Afternoon
7/1/2023,5:55:59 PM,69,Saturday,Afternoon
7/1/2023,5:55:59 PM,67,Saturday,Afternoon
7/1/2023,5:55:59 PM,70,Saturday,Afternoon
7/1/2023,5:55:59 PM,70,Saturday,Afternoon
7/1/2023,5:55:59 PM,59,Saturday,Afternoon
7/1/2023,5:55:59 PM,62,Saturday,Afternoon
7/1/2023,5:55:59 PM,55,Saturday,Afternoon
7/1/2023,5:55:59 PM,58,Saturday,Afternoon
7/1/2023,5:55:59 PM,61,Saturday,Afternoon
7/1/2023,5:55:59 PM,59,Saturday,Afternoon
7/1/2023,5:55:59 PM,60,Saturday,Afternoon
7/1/2023,5:55:59 PM,62,Saturday,Afternoon
7/1/2023,5:55:59 PM,64,Saturday,Afternoon
7/1/2023,7:09:36 PM,48,Saturday,Evening
7/1/2023,7:09:36 PM,63,Saturday,Evening
7/1/2023,7:09:36 PM,60,Saturday,Evening
7/1/2023,7:09:36 PM,47,Saturday,Evening
7/1/2023,7:38:26 PM,56,Saturday,Evening
7/1/2023,10:07:26 PM,48,Saturday,Night
7/1/2023,10:37:27 PM,46,Saturday,Night
7/1/2023,10:37:27 PM,71,Saturday,Night
7/1/2023,10:37:27 PM,46,Saturday,Night
7/1/2023,10:37:27 PM,64,Saturday,Night
7/1/2023,10:37:27 PM,66,Saturday,Night
7/1/2023,10:37:27 PM,59,Saturday,Night
7/1/2023,10:41:36 PM,64,Saturday,Night
7/1/2023,11:10:57 PM,44,Saturday,Night
7/1/2023,11:10:57 PM,61,Saturday,Night
7/1/2023,11:58:28 PM,57,Saturday,Night
7/2/2023,12:04:40 AM,57,Sunday,Morning
7/2/2023,12:04:40 AM,46,Sunday,Morning
7/2/2023,12:04:40 AM,49,Sunday,Morning
7/2/2023,12:04:40 AM,53,Sunday,Morning
7/2/2023,12:04:40 AM,54,Sunday,Morning
7/2/2023,12:04:40 AM,49,Sunday,Morning
7/2/2023,12:04:40 AM,66,Sunday,Morning
7/2/2023,12:04:40 AM,51,Sunday,Morning
7/2/2023,12:04:40 AM,56,Sunday,Morning
7/2/2023,12:04:40 AM,58,Sunday,Morning
7/2/2023,12:25:37 AM,52,Sunday,Morning
7/2/2023,12:25:37 AM,54,Sunday,Morning
7/2/2023,12:25:37 AM,55,Sunday,Morning
7/2/2023,12:25:37 AM,51,Sunday,Morning
7/2/2023,12:25:37 AM,57,Sunday,Morning
7/2/2023,12:37:22 AM,53,Sunday,Morning
7/2/2023,12:37:22 AM,58,Sunday,Morning
7/2/2023,12:37:22 AM,40,Sunday,Morning
7/2/2023,12:49:22 AM,43,Sunday,Morning
7/2/2023,1:55:51 AM,36,Sunday,Morning
7/2/2023,1:55:51 AM,61,Sunday,Morning
7/2/2023,1:55:51 AM,63,Sunday,Morning
7/2/2023,1:55:51 AM,46,Sunday,Morning
7/2/2023,1:55:51 AM,53,Sunday,Morning
7/2/2023,1:55:51 AM,37,Sunday,Morning
7/2/2023,1:55:51 AM,48,Sunday,Morning
7/2/2023,1:55:51 AM,35,Sunday,Morning
7/2/2023,1:55:51 AM,48,Sunday,Morning
7/2/2023,1:55:51 AM,51,Sunday,Morning
7/2/2023,1:55:51 AM,29,Sunday,Morning
7/2/2023,2:19:56 AM,38,Sunday,Morning
7/2/2023,2:30:56 AM,60,Sunday,Morning
7/2/2023,3:21:13 AM,61,Sunday,Morning
7/2/2023,3:21:13 AM,60,Sunday,Morning
7/2/2023,3:21:13 AM,66,Sunday,Morning
7/2/2023,3:21:13 AM,77,Sunday,Morning
7/2/2023,3:21:13 AM,57,Sunday,Morning
7/2/2023,3:21:13 AM,66,Sunday,Morning
7/2/2023,1:17:05 PM,53,Sunday,Afternoon
7/2/2023,1:17:05 PM,51,Sunday,Afternoon
7/2/2023,1:36:46 PM,73,Sunday,Afternoon
7/2/2023,2:33:01 PM,58,Sunday,Afternoon
7/2/2023,2:47:49 PM,62,Sunday,Afternoon
7/2/2023,3:02:17 PM,62,Sunday,Afternoon
7/2/2023,5:10:39 PM,64,Sunday,Afternoon
7/2/2023,5:10:39 PM,47,Sunday,Afternoon
7/2/2023,5:10:39 PM,57,Sunday,Afternoon
7/2/2023,6:29:01 PM,67,Sunday,Evening
7/2/2023,6:41:55 PM,50,Sunday,Evening
7/2/2023,6:41:55 PM,68,Sunday,Evening
7/2/2023,9:29:51 PM,60,Sunday,Night
7/2/2023,9:29:51 PM,53,Sunday,Night
7/3/2023,6:50:11 AM,55,Monday,Morning
7/3/2023,7:57:24 AM,59,Monday,Morning
7/3/2023,8:30:33 AM,69,Monday,Morning
7/3/2023,9:04:30 AM,46,Monday,Morning
7/3/2023,9:04:30 AM,69,Monday,Morning
7/3/2023,9:04:30 AM,67,Monday,Morning
7/3/2023,9:04:30 AM,66,Monday,Morning
7/3/2023,9:04:30 AM,66,Monday,Morning
7/3/2023,9:23:17 AM,56,Monday,Morning
7/3/2023,9:23:17 AM,67,Monday,Morning
7/3/2023,9:23:17 AM,69,Monday,Morning
7/3/2023,10:07:16 AM,61,Monday,Morning
7/3/2023,10:07:16 AM,49,Monday,Morning
7/3/2023,10:07:16 AM,54,Monday,Morning
7/3/2023,11:48:39 AM,63,Monday,Morning
7/3/2023,3:11:19 PM,63,Monday,Afternoon
7/3/2023,3:11:19 PM,57,Monday,Afternoon
7/3/2023,3:11:19 PM,62,Monday,Afternoon
7/3/2023,3:11:19 PM,62,Monday,Afternoon
7/3/2023,3:11:19 PM,63,Monday,Afternoon
7/3/2023,3:21:12 PM,56,Monday,Afternoon
7/3/2023,3:21:12 PM,54,Monday,Afternoon
7/3/2023,3:21:12 PM,62,Monday,Afternoon
7/3/2023,3:21:12 PM,55,Monday,Afternoon
7/3/2023,3:21:12 PM,56,Monday,Afternoon
7/3/2023,3:41:51 PM,55,Monday,Afternoon
7/3/2023,3:41:51 PM,61,Monday,Afternoon
7/3/2023,3:41:51 PM,61,Monday,Afternoon
7/3/2023,3:41:51 PM,59,Monday,Afternoon
7/3/2023,3:41:51 PM,65,Monday,Afternoon
7/3/2023,3:41:51 PM,66,Monday,Afternoon
7/3/2023,3:41:51 PM,65,Monday,Afternoon
7/3/2023,4:27:58 PM,62,Monday,Afternoon
7/3/2023,4:27:58 PM,65,Monday,Afternoon
7/3/2023,4:27:58 PM,62,Monday,Afternoon
7/3/2023,9:27:46 PM,60,Monday,Night
7/3/2023,9:27:46 PM,66,Monday,Night
7/3/2023,9:27:46 PM,67,Monday,Night
7/3/2023,9:27:46 PM,66,Monday,Night
7/3/2023,9:27:46 PM,69,Monday,Night
7/3/2023,9:27:46 PM,62,Monday,Night
7/3/2023,9:27:46 PM,66,Monday,Night
7/3/2023,9:27:46 PM,45,Monday,Night
7/3/2023,9:27:46 PM,66,Monday,Night
7/3/2023,9:27:46 PM,66,Monday,Night
7/3/2023,9:27:47 PM,67,Monday,Night
7/3/2023,9:27:47 PM,63,Monday,Night
7/3/2023,9:27:47 PM,65,Monday,Night
7/3/2023,11:28:02 PM,56,Monday,Night
7/4/2023,8:39:40 AM,38,Tuesday,Morning
7/4/2023,8:39:40 AM,79,Tuesday,Morning
7/4/2023,8:39:40 AM,59,Tuesday,Morning
7/4/2023,9:14:46 AM,42,Tuesday,Morning
7/4/2023,9:14:46 AM,69,Tuesday,Morning
7/4/2023,9:14:46 AM,64,Tuesday,Morning
7/4/2023,9:29:22 AM,68,Tuesday,Morning
7/4/2023,9:29:22 AM,76,Tuesday,Morning
7/4/2023,9:29:22 AM,41,Tuesday,Morning
7/4/2023,1:39:20 PM,65,Tuesday,Afternoon
7/4/2023,2:39:24 PM,59,Tuesday,Afternoon
7/4/2023,2:39:24 PM,54,Tuesday,Afternoon
7/4/2023,2:39:24 PM,61,Tuesday,Afternoon
7/4/2023,2:39:24 PM,48,Tuesday,Afternoon
7/4/2023,2:39:24 PM,51,Tuesday,Afternoon
7/4/2023,4:12:00 PM,69,Tuesday,Afternoon
7/4/2023,4:12:00 PM,61,Tuesday,Afternoon
7/4/2023,4:12:00 PM,61,Tuesday,Afternoon
7/4/2023,4:12:00 PM,57,Tuesday,Afternoon
7/4/2023,5:41:22 PM,52,Tuesday,Afternoon
7/4/2023,5:41:22 PM,53,Tuesday,Afternoon
7/4/2023,5:41:22 PM,53,Tuesday,Afternoon
7/4/2023,5:45:48 PM,55,Tuesday,Afternoon
7/4/2023,5:45:48 PM,74,Tuesday,Afternoon
7/4/2023,5:45:48 PM,73,Tuesday,Afternoon
7/4/2023,5:45:48 PM,69,Tuesday,Afternoon
7/4/2023,7:08:24 PM,62,Tuesday,Evening
7/4/2023,7:08:24 PM,56,Tuesday,Evening
7/4/2023,7:08:24 PM,67,Tuesday,Evening
7/4/2023,7:23:10 PM,56,Tuesday,Evening
7/4/2023,7:23:10 PM,69,Tuesday,Evening
7/4/2023,7:23:10 PM,65,Tuesday,Evening
